   453             CCL_RF:Cav03:Rg41     72.10088     141.991  
   454             CCL_RF:Cav03:Rg42     72.19333     142.261  
   455             CCL_RF:Cav03:Rg43     72.28578     142.532  
   456             CCL_RF:Cav03:Rg44     72.37822     142.803  
   457             CCL_RF:Cav03:Rg45     72.47067     143.074  
   458             CCL_RF:Cav03:Rg46     72.56312     143.344  
   459             CCL_RF:Cav03:Rg47     72.65557     143.614  
   460             CCL_RF:Cav03:Rg48     72.74802     143.882  
   461             CCL_RF:Cav03:Rg49     73.30462     144.153  
   462             CCL_RF:Cav03:Rg50     73.39763     144.425  
   463             CCL_RF:Cav03:Rg51     73.49064     144.698  
   464             CCL_RF:Cav03:Rg52     73.58365     144.972  
   465             CCL_RF:Cav03:Rg53     73.67666     145.245  
   466             CCL_RF:Cav03:Rg54     73.76968     145.518  
