pos[m] eKin rmsX rmsXp rmsY rmsYp rmsZ rmsdp_p  rmsZp phase time eKin x xp y yp z dp_p zp phase0 time0 eKin0 
+3.519001e+000      2.499728  +1.633756e-003 +2.991385e-003 +1.064476e-003 +3.913891e-003 +1.863808e-003 +4.234756e-003 +4.212306e-003 +1.237240e+001 +8.538575e-011 +2.114338e-002 +3.736029e-007 +2.930415e-005 +1.254405e-006 +1.796827e-005 +6.204412e-006 -5.462467e-005 +5.433508e-005 +4.118634e-002 +2.842397e-013 +2.727312e-004 
+3.569247e+000      2.499714  +1.560197e-003 +2.775047e-003 +9.942595e-004 +3.736014e-003 +1.706720e-003 +3.865565e-003 +3.845073e-003 +1.132964e+001 +7.818936e-011 +1.929997e-002 +1.868751e-006 +3.070130e-005 +2.181920e-006 +1.659105e-005 +1.545316e-006 -5.752402e-005 +5.721906e-005 +1.025820e-002 +7.079504e-014 +2.872055e-004 
+3.619493e+000      2.499699  +1.486639e-003 +2.558708e-003 +9.240431e-004 +3.558137e-003 +1.549631e-003 +3.496375e-003 +3.477839e-003 +1.028687e+001 +7.099291e-011 +1.745657e-002 +3.363898e-006 +3.209845e-005 +3.109436e-006 +1.521382e-005 -3.113779e-006 -6.042337e-005 +6.010305e-005 +2.067011e-002 +1.426509e-013 +3.016796e-004 
+3.669674e+000      2.508589  +1.309651e-003 +5.546508e-003 +1.081952e-003 +6.259718e-003 +1.460041e-003 +3.292983e-003 +3.275464e-003 +9.675026e+000 +6.677037e-011 +1.649948e-002 +4.460256e-006 +1.739272e-005 +4.297725e-006 +2.672897e-005 -8.726623e-006 -6.813440e-005 +6.777192e-005 +5.782737e-002 +3.990847e-013 +3.413872e-004 
+3.719815e+000      2.532060  +1.007502e-003 +6.599378e-003 +1.447358e-003 +7.415753e-003 +1.407975e-003 +3.290310e-003 +3.272642e-003 +9.286843e+000 +6.409139e-011 +1.664013e-002 +5.066150e-006 +1.473010e-005 +5.824392e-006 +2.625500e-005 -1.603407e-005 -7.948773e-005 +7.906090e-005 +1.057589e-001 +7.298751e-013 +4.019944e-004 
+3.770190e+000      2.556168  +8.198181e-004 +5.276323e-003 +1.760305e-003 +4.778401e-003 +1.361702e-003 +3.281643e-003 +3.263855e-003 +8.939345e+000 +6.169320e-011 +1.675410e-002 +6.068489e-006 +3.415467e-005 +6.840816e-006 +3.081784e-006 -2.319595e-005 -7.329675e-005 +7.289943e-005 +1.522775e-001 +1.050915e-012 +3.742092e-004 
+3.820275e+000      2.580645  +9.279014e-004 +6.692233e-003 +1.719586e-003 +5.000467e-003 +1.329664e-003 +3.270239e-003 +3.252343e-003 +8.687699e+000 +5.995652e-011 +1.685553e-002 +8.556885e-006 +6.895553e-005 +6.166381e-006 -3.068890e-005 -2.856336e-005 -5.566986e-005 +5.536522e-005 +1.866259e-001 +1.287964e-012 +2.869347e-004 
+3.870620e+000      2.605743  +1.327179e-003 +9.318877e-003 +1.337624e-003 +8.044176e-003 +1.311621e-003 +3.262304e-003 +3.244279e-003 +8.528609e+000 +5.885858e-011 +1.697793e-002 +1.301960e-005 +9.392917e-005 +3.947569e-006 -4.706285e-005 -3.545051e-005 -3.858379e-005 +3.837061e-005 +2.305113e-001 +1.590831e-012 +2.008008e-004 
+3.920688e+000      2.631350  +1.767997e-003 +6.012409e-003 +1.003066e-003 +5.096350e-003 +1.300489e-003 +3.259687e-003 +3.241500e-003 +8.415148e+000 +5.807556e-011 +1.713079e-002 +1.756726e-005 +5.748561e-005 +1.605817e-006 -4.378883e-005 -4.109183e-005 -9.441916e-006 +9.389236e-006 +2.658952e-001 +1.835026e-012 +4.962057e-005 
+3.971012e+000      2.657719  +1.847976e-003 +4.380335e-003 +9.693449e-004 +4.711628e-003 +1.303217e-003 +3.231197e-003 +3.212989e-003 +8.391040e+000 +5.790918e-011 +1.715100e-002 +1.834507e-005 -2.186568e-005 -5.222032e-007 -4.342645e-005 -4.242364e-005 +2.881929e-005 +2.865689e-005 +2.731536e-001 +1.885118e-012 +1.529710e-004 
+4.021041e+000      2.684499  +1.570193e-003 +6.670205e-003 +1.225116e-003 +6.897921e-003 +1.317805e-003 +3.172677e-003 +3.154619e-003 +8.442715e+000 +5.826581e-011 +1.700983e-002 +1.541327e-005 -6.682848e-005 -2.832246e-006 -4.703023e-005 -4.344950e-005 +6.039948e-005 +6.005572e-005 +2.783658e-001 +1.921089e-012 +3.238227e-004 
+4.071327e+000      2.712037  +1.243472e-003 +5.609034e-003 +1.575722e-003 +5.703186e-003 +1.336378e-003 +3.091578e-003 +3.073802e-003 +8.518318e+000 +5.878757e-011 +1.674480e-002 +1.182044e-005 -5.543576e-005 -5.197779e-006 -3.982176e-005 -4.330563e-005 +9.074263e-005 +9.022089e-005 +2.760380e-001 +1.905024e-012 +4.914861e-004 
+4.121874e+000      2.740389  +1.131398e-003 +4.901686e-003 +1.730765e-003 +4.522837e-003 +1.359218e-003 +2.988697e-003 +2.971334e-003 +8.619163e+000 +5.948353e-011 +1.635656e-002 +9.987481e-006 -1.057925e-005 -6.731320e-006 -1.672322e-005 -4.040124e-005 +1.215606e-004 +1.208544e-004 +2.561950e-001 +1.768081e-012 +6.652776e-004 
+4.172130e+000      2.769263  +1.333318e-003 +7.006074e-003 +1.561283e-003 +5.943662e-003 +1.385284e-003 +2.872561e-003 +2.855698e-003 +8.738740e+000 +6.030876e-011 +1.588637e-002 +1.070826e-005 +3.253694e-005 -6.870021e-006 +7.425350e-006 -3.636045e-005 +1.484826e-004 +1.476109e-004 +2.293714e-001 +1.582964e-012 +8.211657e-004 
+4.222655e+000      2.799018  +1.753451e-003 +8.228718e-003 +1.195178e-003 +7.201021e-003 +1.409389e-003 +2.761027e-003 +2.744645e-003 +8.843626e+000 +6.103262e-011 +1.543337e-002 +1.311229e-005 +4.480226e-005 -6.067412e-006 +1.379653e-005 -3.256222e-005 +1.730665e-004 +1.720397e-004 +2.043212e-001 +1.410084e-012 +9.673935e-004 
+4.272887e+000      2.829403  +2.125203e-003 +5.120024e-003 +9.105282e-004 +4.937399e-003 +1.426092e-003 +2.676718e-003 +2.660664e-003 +8.900474e+000 +6.142494e-011 +1.512428e-002 +1.513741e-005 +1.080682e-005 -5.542019e-006 -2.711281e-006 -2.700790e-005 +2.031575e-004 +2.019391e-004 +1.685607e-001 +1.163290e-012 +1.147903e-003 
+4.323394e+000      2.860768  +2.104458e-003 +5.631725e-003 +8.872495e-004 +4.402475e-003 +1.439530e-003 +2.623736e-003 +2.607827e-003 +8.935175e+000 +6.166443e-011 +1.498901e-002 +1.428221e-005 -5.208456e-005 -6.265758e-006 -3.095587e-005 -1.754311e-005 +2.323877e-004 +2.309786e-004 +1.088903e-001 +7.514857e-013 +1.327596e-003 
+4.373657e+000      2.892793  +1.637973e-003 +9.191743e-003 +1.161178e-003 +6.586595e-003 +1.447527e-003 +2.612961e-003 +2.596940e-003 +8.935168e+000 +6.166438e-011 +1.509430e-002 +1.027696e-005 -7.815033e-005 -8.629287e-006 -4.837960e-005 -9.840337e-006 +2.336177e-004 +2.321854e-004 +6.074159e-002 +4.191966e-013 +1.349540e-003 
+4.424205e+000      2.925840  +1.206002e-003 +7.005491e-003 +1.476476e-003 +4.833841e-003 +1.444456e-003 +2.643984e-003 +2.627589e-003 +8.865948e+000 +6.118667e-011 +1.544773e-002 +6.340834e-006 -6.760735e-005 -1.105776e-005 -3.151095e-005 -2.225587e-006 +2.223282e-004 +2.209496e-004 +1.366047e-002 +9.427513e-014 +1.298974e-003 
+4.474465e+000      2.959591  +1.018223e-003 +4.756041e-003 +1.576709e-003 +4.039817e-003 +1.437373e-003 +2.693975e-003 +2.677078e-003 +8.772261e+000 +6.054010e-011 +1.592109e-002 +3.407474e-006 -4.999711e-005 -1.165271e-005 +9.232996e-006 +6.454026e-006 +2.050487e-004 +2.037626e-004 +3.938880e-002 +2.718343e-013 +1.211815e-003 
+4.525012e+000      2.994450  +1.103542e-003 +4.969629e-003 +1.415204e-003 +5.179588e-003 +1.429088e-003 +2.747708e-003 +2.730272e-003 +8.671027e+000 +5.984146e-011 +1.642960e-002 +1.228188e-006 -3.899791e-005 -1.009235e-005 +4.375715e-005 +1.424200e-005 +1.798076e-004 +1.786666e-004 +8.641365e-002 +5.963675e-013 +1.075138e-003 
+4.575265e+000      3.030048  +1.360886e-003 +5.596452e-003 +1.122060e-003 +5.931323e-003 +1.418378e-003 +2.795961e-003 +2.778009e-003 +8.555582e+000 +5.904473e-011 +1.691655e-002 -6.105328e-007 -3.506527e-005 -7.333028e-006 +5.273197e-005 +2.005949e-005 +1.494805e-004 +1.485207e-004 +1.209978e-001 +8.350433e-013 +9.044097e-004 
+4.625811e+000      3.066858  +1.605486e-003 +3.753894e-003 +9.089885e-004 +4.225058e-003 +1.403850e-003 +2.833851e-003 +2.815436e-003 +8.417221e+000 +5.808986e-011 +1.735375e-002 -2.356736e-006 -3.077609e-005 -4.804482e-006 +3.766139e-005 +2.470691e-005 +1.201308e-004 +1.193501e-004 +1.481380e-001 +1.022347e-012 +7.356491e-004 
+4.676076e+000      3.104533  +1.580879e-003 +4.421077e-003 +9.547278e-004 +5.141937e-003 +1.393433e-003 +2.849416e-003 +2.830673e-003 +8.304166e+000 +5.730963e-011 +1.766307e-002 -3.706981e-006 -1.952448e-005 -3.398193e-006 +1.871084e-005 +2.906833e-005 +9.305640e-005 +9.244430e-005 +1.732327e-001 +1.195533e-012 +5.768415e-004 
+4.726101e+000      3.143169  +1.266301e-003 +6.499982e-003 +1.291319e-003 +7.578015e-003 +1.387836e-003 +2.848011e-003 +2.829045e-003 +8.220070e+000 +5.672926e-011 +1.787370e-002 -4.322621e-006 -1.282266e-005 -2.830324e-006 +1.082234e-005 +2.974972e-005 +6.223888e-005 +6.182442e-005 +1.762059e-001 +1.216052e-012 +3.906021e-004 
+4.776423e+000      3.183112  +9.758107e-004 +5.614981e-003 +1.674818e-003 +6.168501e-003 +1.379718e-003 +2.848096e-003 +2.828890e-003 +8.120812e+000 +5.604425e-011 +1.810100e-002 -4.995088e-006 -2.029123e-005 -2.345915e-006 +1.188130e-005 +2.910783e-005 +4.033100e-005 +4.005904e-005 +1.713243e-001 +1.182362e-012 +2.563226e-004 
+4.826443e+000      3.223888  +8.535851e-004 +4.828856e-003 +1.874411e-003 +4.489172e-003 +1.373967e-003 +2.842130e-003 +2.822720e-003 +8.035919e+000 +5.545838e-011 +1.829407e-002 -6.427271e-006 -4.107961e-005 -1.650365e-006 +1.682497e-005 +2.873568e-005 +2.703745e-005 +2.685281e-005 +1.680663e-001 +1.159878e-012 +1.740333e-004 
+4.876761e+000      3.265940  +9.569369e-004 +5.615323e-003 +1.788381e-003 +4.791511e-003 +1.372786e-003 +2.826233e-003 +2.806682e-003 +7.977418e+000 +5.505464e-011 +1.842864e-002 -9.121823e-006 -6.724979e-005 -6.688736e-007 +2.143338e-005 +2.818505e-005 +1.588183e-005 +1.577196e-005 +1.637866e-001 +1.130342e-012 +1.035585e-004 
+4.926770e+000      3.308696  +1.267415e-003 +7.395007e-003 +1.442533e-003 +7.188617e-003 +1.375201e-003 +2.802212e-003 +2.782575e-003 +7.939922e+000 +5.479588e-011 +1.851079e-002 -1.319239e-005 -8.444396e-005 +4.747276e-007 +2.316142e-005 +2.566344e-005 -1.465087e-006 +1.454819e-006 +1.481716e-001 +1.022578e-012 +9.678036e-006 
+4.977160e+000      3.352980  +1.622280e-003 +5.019781e-003 +1.136616e-003 +4.609934e-003 +1.373624e-003 +2.783794e-003 +2.764026e-003 +7.878546e+000 +5.437230e-011 +1.863481e-002 -1.733242e-005 -5.313208e-005 +1.678297e-006 +2.754484e-005 +2.221645e-005 -1.615436e-005 +1.603964e-005 +1.274245e-001 +8.793964e-013 +1.081378e-004 
+5.027261e+000      3.398082  +1.713763e-003 +3.926155e-003 +1.087080e-003 +4.329584e-003 +1.375378e-003 +2.760113e-003 +2.740251e-003 +7.836360e+000 +5.408116e-011 +1.872437e-002 -1.832575e-005 +7.120498e-006 +3.333574e-006 +3.903599e-005 +1.989838e-005 -2.428348e-005 +2.410873e-005 +1.133731e-001 +7.824233e-013 +1.647370e-004 
+5.077668e+000      3.444434  +1.561675e-003 +4.793578e-003 +1.272405e-003 +5.839061e-003 +1.379359e-003 +2.731844e-003 +2.711918e-003 +7.806274e+000 +5.387352e-011 +1.878494e-002 -1.642601e-005 +5.441544e-005 +5.689322e-006 +5.101164e-005 +1.658851e-005 -3.154517e-005 +3.131508e-005 +9.388013e-002 +6.478960e-013 +2.169136e-004 
+5.127758e+000      3.491462  +1.273750e-003 +5.830405e-003 +1.609963e-003 +6.905598e-003 +1.382778e-003 +2.703888e-003 +2.683898e-003 +7.773028e+000 +5.364409e-011 +1.884608e-002 -1.280105e-005 +7.021270e-005 +8.510595e-006 +5.378821e-005 +1.221667e-005 -3.594886e-005 +3.568309e-005 +6.867373e-002 +4.739388e-013 +2.505633e-004 
+5.178154e+000      3.539780  +1.016455e-003 +3.723352e-003 +1.976827e-003 +4.156341e-003 +1.381747e-003 +2.682923e-003 +2.662815e-003 +7.714337e+000 +5.323904e-011 +1.895826e-002 -9.231819e-006 +4.868565e-005 +1.135347e-005 +3.550134e-005 +7.694778e-006 -3.151428e-005 +3.127808e-005 +4.296019e-002 +2.964817e-013 +2.226884e-004 
+5.228348e+000      3.589113  +1.057135e-003 +4.559822e-003 +1.962619e-003 +4.532866e-003 +1.382408e-003 +2.658749e-003 +2.638547e-003 +7.665105e+000 +5.289928e-011 +1.904878e-002 -7.915020e-006 +1.570312e-005 +1.183240e-005 -5.206369e-006 +5.592917e-006 -1.809029e-005 +1.795283e-005 +3.101131e-002 +2.140187e-013 +1.296090e-004 
+5.278855e+000      3.639604  +1.312758e-003 +6.476286e-003 +1.683440e-003 +6.464305e-003 +1.382989e-003 +2.634068e-003 +2.613773e-003 +7.615253e+000 +5.255523e-011 +1.913692e-002 -7.928405e-006 -5.417462e-006 +1.057576e-005 -3.015202e-005 +2.138454e-006 -1.068865e-005 +1.060629e-005 +1.177513e-002 +8.126381e-014 +7.765471e-005 
+5.329031e+000      3.690639  +1.667840e-003 +6.748064e-003 +1.315980e-003 +7.015824e-003 +1.380379e-003 +2.613736e-003 +2.593317e-003 +7.548454e+000 +5.209423e-011 +1.925496e-002 -8.537711e-006 -9.339631e-006 +8.658633e-006 -3.465708e-005 -1.607281e-006 -3.140671e-006 +3.116135e-006 +8.789240e-003 +6.065728e-014 +2.313680e-005 
+5.379517e+000      3.742887  +2.006355e-003 +4.339150e-003 +1.000803e-003 +4.839351e-003 +1.373361e-003 +2.598855e-003 +2.578267e-003 +7.457784e+000 +5.146849e-011 +1.941584e-002 -9.045009e-006 +5.563150e-006 +6.953269e-006 -1.833724e-005 -4.701573e-006 +8.941551e-006 +8.870714e-006 +2.553102e-002 +1.761975e-013 +6.680161e-005 
+5.429760e+000      3.795922  +2.004565e-003 +4.364413e-003 +9.471233e-004 +3.786926e-003 +1.367456e-003 +2.578576e-003 +2.557861e-003 +7.373970e+000 +5.089006e-011 +1.953675e-002 -7.960925e-006 +3.237820e-005 +6.758627e-006 +7.133475e-006 -4.780185e-006 +2.673056e-005 +2.651581e-005 +2.577702e-002 +1.778952e-013 +2.025258e-004 
+5.480365e+000      3.850155  +1.712181e-003 +6.303710e-003 +1.110448e-003 +4.835261e-003 +1.362480e-003 +2.554856e-003 +2.534039e-003 +7.295524e+000 +5.034868e-011 +1.963303e-002 -5.713774e-006 +4.591230e-005 +7.820404e-006 +2.361190e-005 -5.649198e-006 +3.327682e-005 +3.300569e-005 +3.024914e-002 +2.087587e-013 +2.557188e-004 
+5.530622e+000      3.904796  +1.359991e-003 +6.624322e-003 +1.353017e-003 +4.932360e-003 +1.354804e-003 +2.535207e-003 +2.514259e-003 +7.203797e+000 +4.971564e-011 +1.975795e-002 -3.191914e-006 +4.907521e-005 +9.263223e-006 +2.442897e-005 -6.652597e-006 +3.441223e-005 +3.412789e-005 +3.537336e-002 +2.441225e-013 +2.681892e-004 
+5.581190e+000      3.960573  +1.061014e-003 +4.488211e-003 +1.591838e-003 +3.357932e-003 +1.343687e-003 +2.521278e-003 +2.500149e-003 +7.094512e+000 +4.896143e-011 +1.992948e-002 -7.295110e-007 +4.473111e-005 +1.054271e-005 +7.504614e-006 -7.389973e-006 +3.304654e-005 +3.276961e-005 +3.901821e-002 +2.692768e-013 +2.612169e-004 
+5.631516e+000      4.017057  +1.029295e-003 +3.830776e-003 +1.581803e-003 +3.586084e-003 +1.335209e-003 +2.506542e-003 +2.485240e-003 +7.000324e+000 +4.831142e-011 +2.009497e-002 +1.423143e-006 +4.463299e-005 +9.984929e-006 -2.400894e-005 -6.667142e-006 +3.332620e-005 +3.304297e-005 +3.495495e-002 +2.412350e-013 +2.671764e-004 
+5.681529e+000      4.074036  +1.210642e-003 +5.061502e-003 +1.372810e-003 +4.849245e-003 +1.329103e-003 +2.493629e-003 +2.472138e-003 +6.919726e+000 +4.775518e-011 +2.027440e-002 +3.773245e-006 +4.692932e-005 +8.011201e-006 -4.196409e-005 -7.002258e-006 +3.078123e-005 +3.051594e-005 +3.645594e-002 +2.515938e-013 +2.502661e-004 
+5.731844e+000      4.132183  +1.481895e-003 +5.539233e-003 +1.112212e-003 +5.307901e-003 +1.321589e-003 +2.487071e-003 +2.465332e-003 +6.832336e+000 +4.715208e-011 +2.050905e-002 +6.189590e-006 +4.438437e-005 +5.545662e-006 -4.810530e-005 -7.698309e-006 +3.008090e-005 +2.981797e-005 +3.979864e-002 +2.746628e-013 +2.480552e-004 
+5.782473e+000      4.191561  +1.781779e-003 +3.576025e-003 +8.815048e-004 +3.741893e-003 +1.310263e-003 +2.490595e-003 +2.468514e-003 +6.725953e+000 +4.641789e-011 +2.083258e-002 +8.585255e-006 +3.197289e-005 +3.079954e-006 -4.158219e-005 -8.392254e-006 +3.428798e-005 +3.398400e-005 +4.307982e-002 +2.973073e-013 +2.868019e-004 
+5.832908e+000      4.251841  +1.776910e-003 +3.754329e-003 +9.116781e-004 +4.250253e-003 +1.303103e-003 +2.491459e-003 +2.469055e-003 +6.641931e+000 +4.583803e-011 +2.113884e-002 +9.299226e-006 +5.525815e-006 +1.276441e-006 -3.533585e-005 -7.304895e-006 +4.433907e-005 +4.394037e-005 +3.723312e-002 +2.569573e-013 +3.761959e-004 
+5.882952e+000      4.312468  +1.593417e-003 +4.891874e-003 +1.098249e-003 +5.481772e-003 +1.298033e-003 +2.490828e-003 +2.468113e-003 +6.569733e+000 +4.533977e-011 +2.143414e-002 +8.945357e-006 -1.248044e-005 -3.884852e-007 -3.210929e-005 -6.885102e-006 +5.075005e-005 +5.028723e-005 +3.484756e-002 +2.404938e-013 +4.367157e-004 
+5.933293e+000      4.374289  +1.292497e-003 +6.104591e-003 +1.401211e-003 +6.597567e-003 +1.293342e-003 +2.490444e-003 +2.467409e-003 +6.499886e+000 +4.485774e-011 +2.173735e-002 +7.870020e-006 -2.055244e-005 -1.968834e-006 -3.022524e-005 -6.870418e-006 +5.544031e-005 +5.492752e-005 +3.452834e-002 +2.382908e-013 +4.838998e-004 
+5.983358e+000      4.436865  +1.031582e-003 +4.386257e-003 +1.734018e-003 +4.654978e-003 +1.283766e-003 +2.496385e-003 +2.472967e-003 +6.406424e+000 +4.421273e-011 +2.210017e-002 +6.899097e-006 -8.667387e-006 -3.480957e-006 -2.466197e-005 -6.469272e-006 +6.420098e-005 +6.359873e-005 +3.228383e-002 +2.228008e-013 +5.683629e-004 
+6.033806e+000      4.500999  +9.661185e-004 +3.981402e-003 +1.841948e-003 +3.660226e-003 +1.276765e-003 +2.495955e-003 +2.472205e-003 +6.326249e+000 +4.365942e-011 +2.241501e-002 +7.007533e-006 +1.064718e-005 -4.436976e-006 -1.408505e-005 -4.190319e-006 +7.733612e-005 +7.660024e-005 +2.076264e-002 +1.432894e-013 +6.945197e-004 
+6.083832e+000      4.565506  +1.047464e-003 +4.501262e-003 +1.778798e-003 +3.724655e-003 +1.271751e-003 +2.490486e-003 +2.466451e-003 +6.257050e+000 +4.318185e-011 +2.268566e-002 +7.964345e-006 +2.991769e-005 -4.923615e-006 -3.628252e-006 -1.420434e-006 +8.977660e-005 +8.891019e-005 +6.988575e-003 +4.823033e-014 +8.177687e-004 
+6.134233e+000      4.631535  +1.317503e-003 +6.135741e-003 +1.494274e-003 +5.548398e-003 +1.269141e-003 +2.478145e-003 +2.453886e-003 +6.199868e+000 +4.278722e-011 +2.289891e-002 +1.007385e-005 +4.306719e-005 -4.771293e-006 +2.385374e-006 +9.658825e-007 +9.700326e-005 +9.605367e-005 +4.718422e-003 +3.256330e-014 +8.963435e-004 
+6.184355e+000      4.698444  +1.617942e-003 +4.919969e-003 +1.246191e-003 +4.378689e-003 +1.262271e-003 +2.469414e-003 +2.444894e-003 +6.122566e+000 +4.225374e-011 +2.314706e-002 +1.227418e-005 +3.241880e-005 -4.684703e-006 -2.769725e-006 +3.855012e-006 +1.052907e-004 +1.042452e-004 +1.869850e-002 +1.290442e-013 +9.869426e-004 
+6.234758e+000      4.766739  +1.821948e-003 +3.653239e-003 +1.100418e-003 +3.432028e-003 +1.255639e-003 +2.458778e-003 +2.434011e-003 +6.046943e+000 +4.173183e-011 +2.338152e-002 +1.366937e-005 +1.038226e-005 -4.964220e-006 -1.316550e-005 +7.657314e-006 +1.149630e-004 +1.138050e-004 +3.687630e-002 +2.544948e-013 +1.093231e-003 
+6.284781e+000      4.835670  +1.831475e-003 +3.410412e-003 +1.133211e-003 +4.065608e-003 +1.251218e-003 +2.443440e-003 +2.418474e-003 +5.982876e+000 +4.128969e-011 +2.357082e-002 +1.350955e-005 -2.319354e-005 -5.891465e-006 -2.878309e-005 +1.288303e-005 +1.266016e-004 +1.253080e-004 +6.160202e-002 +4.251347e-013 +1.221271e-003 
+6.335275e+000      4.906620  +1.587159e-003 +4.820702e-003 +1.403478e-003 +5.792247e-003 +1.249045e-003 +2.424160e-003 +2.399030e-003 +5.929481e+000 +4.092120e-011 +2.372705e-002 +1.137313e-005 -4.018635e-005 -7.926429e-006 -4.014462e-005 +1.734872e-005 +1.333163e-004 +1.319343e-004 +8.235805e-002 +5.683785e-013 +1.304866e-003 
+6.385296e+000      4.977970  +1.316419e-003 +5.370532e-003 +1.722750e-003 +6.311715e-003 +1.245658e-003 +2.406483e-003 +2.381177e-003 +5.871205e+000 +4.051901e-011 +2.389565e-002 +8.976489e-006 -4.549744e-005 -1.017253e-005 -4.246678e-005 +2.187035e-005 +1.410017e-004 +1.395190e-004 +1.030823e-001 +7.114028e-013 +1.400105e-003 
+6.435682e+000      5.051139  +1.070749e-003 +3.776699e-003 +2.066198e-003 +4.215163e-003 +1.239158e-003 +2.392613e-003 +2.367086e-003 +5.798447e+000 +4.001689e-011 +2.410620e-002 +6.664325e-006 -3.432815e-005 -1.251982e-005 -2.919904e-005 +2.687160e-005 +1.523331e-004 +1.507079e-004 +1.257414e-001 +8.677807e-013 +1.534796e-003 
+6.485776e+000      5.125400  +1.036011e-003 +3.632929e-003 +2.124231e-003 +3.904787e-003 +1.235547e-003 +2.370969e-003 +2.345305e-003 +5.739850e+000 +3.961249e-011 +2.423839e-002 +5.455418e-006 -1.962512e-005 -1.310281e-005 -2.523349e-006 +3.407245e-005 +1.659129e-004 +1.641170e-004 +1.582868e-001 +1.092386e-012 +1.696125e-003 
+6.536129e+000      5.201106  +1.117122e-003 +4.182959e-003 +2.026605e-003 +4.491832e-003 +1.233362e-003 +2.345345e-003 +2.319586e-003 +5.688188e+000 +3.925595e-011 +2.432960e-002 +4.760292e-006 -6.376845e-006 -1.271311e-005 +2.248604e-005 +4.149143e-005 +1.760926e-004 +1.741585e-004 +1.913559e-001 +1.320607e-012 +1.826709e-003 
+6.586899e+000      5.278788  +1.384339e-003 +5.737924e-003 +1.679990e-003 +6.432067e-003 +1.233324e-003 +2.313834e-003 +2.288045e-003 +5.646355e+000 +3.896725e-011 +2.436022e-002 +4.801914e-006 +7.992140e-007 -1.075430e-005 +3.498915e-005 +4.814440e-005 +1.757727e-004 +1.738136e-004 +2.204127e-001 +1.521137e-012 +1.850549e-003 
+6.637319e+000      5.357384  +1.673961e-003 +4.900358e-003 +1.363940e-003 +5.681613e-003 +1.230387e-003 +2.285581e-003 +2.259730e-003 +5.591784e+000 +3.859064e-011 +2.442002e-002 +4.908659e-006 -8.994385e-007 -8.963886e-006 +2.920827e-005 +5.471312e-005 +1.719073e-004 +1.699630e-004 +2.486567e-001 +1.716058e-012 +1.836724e-003 
+6.687991e+000      5.437486  +1.927089e-003 +3.431724e-003 +1.097914e-003 +4.063224e-003 +1.226949e-003 +2.257460e-003 +2.231548e-003 +5.535288e+000 +3.820074e-011 +2.447916e-002 +4.912418e-006 -6.713953e-006 -7.476770e-006 +1.529271e-005 +6.151092e-005 +1.664878e-004 +1.645768e-004 +2.775018e-001 +1.915126e-012 +1.805340e-003 
+6.738379e+000      5.518796  +1.923840e-003 +3.481395e-003 +1.054379e-003 +3.288991e-003 +1.226873e-003 +2.224724e-003 +2.198810e-003 +5.494374e+000 +3.791839e-011 +2.448387e-002 +4.222038e-006 -1.654754e-005 -7.367327e-006 -4.933468e-006 +6.941037e-005 +1.600988e-004 +1.582340e-004 +3.108443e-001 +2.145233e-012 +1.761944e-003 
+6.789102e+000      5.601903  +1.753237e-003 +4.399257e-003 +1.151358e-003 +3.684012e-003 +1.229233e-003 +2.189839e-003 +2.163951e-003 +5.464315e+000 +3.771094e-011 +2.446181e-002 +3.152399e-006 -2.301510e-005 -8.144370e-006 -2.027379e-005 +7.617928e-005 +1.469728e-004 +1.452353e-004 +3.386401e-001 +2.337061e-012 +1.641774e-003 
+6.839291e+000      5.685239  +1.457171e-003 +5.967485e-003 +1.354404e-003 +4.968070e-003 +1.233421e-003 +2.153855e-003 +2.128017e-003 +5.442956e+000 +3.756353e-011 +2.441670e-002 +1.809103e-006 -2.680449e-005 -9.587990e-006 -3.163368e-005 +8.197685e-005 +1.288938e-004 +1.273475e-004 +3.617553e-001 +2.496586e-012 +1.461176e-003 
