 N           node   position  sizeX  sizeY  sizeZ  sizeZdeg  sizeXP  sizeYP sizedE  eKin Nparts 
   155           MEBT:MEBT_Mag:QH14:3:drift  3.49685    1.418  1.343   1.540    10.225    2.426  4.154  0.01772    2.500000      20000 
   156           MEBT:MEBT_Mag:QH14:4:drift  3.51630    1.442  1.283   1.503    9.978    2.576  3.868  0.01665    2.500000      20000 
   157           MEBT:MEBT_Mag:QH14:5:drift  3.53575    1.468  1.225   1.468    9.743    2.576  3.868  0.01665    2.500000      20000 
   158           MEBT:MEBT_Mag:QH14:6:drift  3.55520    1.502  1.176   1.441    9.567    2.784  3.589  0.01571    2.500000      20000 
   159           MEBT:MEBT_Mag:QH14:7:drift  3.57465    1.537  1.129   1.417    9.404    2.784  3.589  0.01571    2.500000      20000 
   160           MEBT:MEBT_Mag:QH14:8:drift  3.59410    1.580  1.092   1.402    9.303    3.038  3.343  0.01502    2.500000      20000 
   161           MEBT:MEBT_Mag:QH14:9:drift  3.61355    1.624  1.058   1.389    9.217    3.038  3.343  0.01502    2.500000      20000 
   162          MEBT:MEBT_Mag:QH14:10:drift  3.63300    1.676  1.033   1.385    9.191    3.306  3.165  0.01469    2.500000      20000 
   163                      DTL_Mag:PMQH100  3.66800    1.607  1.106   1.388    9.212    6.820  6.032  0.01467    2.500000      20000 
   164         DTL1:DTL_Mag:PMQH100:1:drift  3.67760    1.545  1.158   1.391    9.234    6.820  6.032  0.01467    2.500000      20000 
   165                    DTL_RF:Cav01:Rg01  3.67760    1.545  1.158   1.405    9.280    6.056  6.624  0.01449    2.525327      20000 
   166       DTL1:DTL_RF:Cav01:Rg01:1:drift  3.69575    1.443  1.270   1.404    9.273    6.056  6.624  0.01449    2.525327      20000 
   167       DTL1:DTL_RF:Cav01:Rg01:2:drift  3.71391    1.342  1.383   1.405    9.278    6.056  6.624  0.01449    2.525327      20000 
   168       DTL1:DTL_RF:Cav01:Rg01:3:drift  3.73206    1.247  1.501   1.412    9.325    5.828  6.861  0.01455    2.525327      20000 
   169                    DTL_RF:Cav01:Rg02  3.73206    1.247  1.501   1.426    9.372    5.472  7.256  0.01454    2.551465      20000 
   170       DTL1:DTL_RF:Cav01:Rg02:1:drift  3.74193    1.200  1.570   1.423    9.348    5.472  7.256  0.01454    2.551465      20000 
   171                      DTL_Mag:PMQV102  3.77693    1.165  1.666   1.424    9.359    3.728  2.616  0.01441    2.551465      20000 
   172         DTL1:DTL_Mag:PMQV102:1:drift  3.78681    1.192  1.651   1.429    9.389    3.958  2.407  0.01455    2.551465      20000 
   173                    DTL_RF:Cav01:Rg03  3.78681    1.192  1.651   1.444    9.437    4.203  2.105  0.01450    2.578456      20000 
